title,time,summary,details,keywords
Govt will do whatever it takes to save people from coronavirus: Quader,18 March 2020 05:21 PM,"The government will adopt necessary measures to protect the people from the global outbreak of the novel coronavirus, said Road Transport and Bridges Minister Obaidul Quader.","Responding to a question from the media on Wednesday on whether the government plans to lock down the country, Quader said: ""We'll shut down. We’ll do whatever necessary to do; the priority is to protect the people.” Transport owners and workers are already frustrated over the reduced number of passengers on the routes from Dhaka to the rest of the country, the minister said. ""The number of passengers will automatically decline; the situation will lead to it [transport shutdown],"" he said. The reporters also asked the minister about the government's steps against the returnees defying the home quarantine order and whether he sees any failure on the part of the health ministry and the civil aviation authority in preventing the coronavirus outbreak. The government will ""strongly monitor"" the quarantine issue, Quader said. ""There was disorder in airport screening even in America, a superpower. I watched it on CNN,"" he said. ""We don't have experience in this, but we're learning from our mistakes and preparing to confront the situation."" Quader did not share any specific plan to address the testing kit and facemask shortage but said of the government agencies: “They are trying the best.” The government has already taken the decision to stop public gatherings, he said. ""We've scaled down the celebrations of Bangabandhu's birth centenary.” ""We'll prevent the situation carefully, so the coronavirus scare doesn’t spread. We should unite -- going beyond communities and differences in ideology and opinion to prevent the coronavirus outbreak.”",Bangladesh
Bangladesh suspends cultural activities after first coronavirus death,18 March 2020 07:38 PM,Sammilita Sangskritik Jote has said all cultural activities and gatherings will remain suspended all over Bangladesh until the coronavirus situation normalises as COVID-19 has claimed the first life in the country.,"The central body of all cultural organisations announced the pause in a statement hours after the authorities reported the first coronavirus fatality on Wednesday. Its President Golam Kuddus and General Secretary Hasan Arif urged all the units of the Jote and cultural organisations at district and Upazila levels to stop organising functions in the statement. Programmes on a limited scale can be organised on the Mar 26 Independence Day and other national days, the statement said. Members of the Jote will light candles at the Central Shaheed Minar in the capital and Dhaka University’s Smrity Chironton premises without any guests on Mar 25 evening to mark the National Genocide Day, but the programmes will be subject to the authorities’ permission, Arif told bdnews24.com. “We will also pay respects to the martyrs at the memorial in Rajarbagh at midnight. But no crowds will be allowed,” he said. “All [cultural] activities will be suspended until the state ensures our safety. The cultural activists will take part in any awareness programme if the authorities ask,” he added. The coronavirus outbreak has put a cloud of uncertainty over the Mangal Shobhajatra and Chhayanaut’s flagship Pahela Baishakh event at Ramna Batamul on Bangla New Year. Arif said they were yet to make a decision on the programmes. “We are thinking about organising these behind closed doors,” he said. Bangladesh Group Theatre Federation had already asked the theatre groups to suspend presentations between Mar 18 and Mar 31.","Sammilita Sangskritik Jote, cultural programme, coronavirus"
"Students must stay home in the time of coronavirus, government warns",18 March 2020 11:38 PM,The government has warned students against going out of home as all the educational institutions across Bangladesh are closed from Mar 18 to Mar 31 as part of efforts to contain a coronavirus outbreak.,"The education ministry in a statement on Wednesday said many students were seen roaming around or hanging out. “The guardians were asked to keep the students at home, but many are going out with their families, even on the Cox’s Bazar sea-beach, taking the shutdown as holidays,” the ministry said. The district administrations and the police have been asked to take measures to send students home if they are seen outside, it said. Citing news reports, the statement said some private coaching centres were not following the shutdown order. “Related authorities have been asked to take steps against these coaching centres,” it said.","Coronavirus, students, educational institutions, closing schools "
"IEDCR widening COVID-19 testing, opens online reporting for suspected cases",18 March 2020 11:41 PM,"The Institute of Epidemiology, Disease Control and Research is being broadening coronavirus testing facilities outside Dhaka.","It has also opened an email address and Facebook group for the people to report suspected patients online. Its Director Meerjady Sabrina Flora announced the measures while revealing the news of the first death from COVID-19 in the country on Wednesday. With four new cases, the number of coronavirus patients totalled 14. She said the institute was conducting coronavirus test only in its lab in Dhaka after collecting specimens from the suspected patients at their homes or hospital isolation units or facilities used for quarantine. “The number of cases is rising. It is expected during an epidemic. We had planned backups for testing in labs outside the IEDCR and now we have updated the plans. We will launch the tests in some other labs next week,” Flora said. Besides the 01944333222 phone hotline, the IEDCR opened an email address - iedcrcovid19@gmail.com  - and a Facebook group -https://www.facebook.com/IedcrCOVID-19-Control-Room-104339737849330 – for reporting suspected cases. The institute’s director also said they were developing a mobile phone app to contact the IEDCR for such cases. She urged all not to keep the hotline busy with needless conversation.","Coronavirus, IEDCR, Facebook, email, hotline, covid-19"
Bangladesh closes archaeological sites and museums until Apr 2,19 March 2020 01:04 PM,Bangladesh has closed archaeological sites and museums to visitors until April 2 amid growing fears over the new coronavirus.,"However, official activities will continue as usual, the director general of the Department of Archaeology said on Thursday.","archaeological sites and museums closed, Department of Archaeology, Corona, Coronavirus, COVID-19"
Bangladesh confirms three new cases of coronavirus,19 March 2020 01:18 PM,"Bangladesh has confirmed three new cases of coronavirus, all from the same family, taking the total to 17.","The victims, including two men and a woman, came into contact with a Bangladeshi returnee from Italy. Two of them are suffering from fever while another is showing symptoms of mild fever. The victims have been hospitalised. Prof Abul Kalam Azad, director general of Directorate General of Health Services, shared the information in a briefing on Thursday. The infected woman is aged 22 and the men are aged 65 and 32. ""These are all cases of local transmission and the patients belong to the same family. They came into contact with an Italy returnee in the family who was already infected.” The woman has mild symptoms, said the director general. The other two patients have fever and receiving treatment in the hospital, Azad said adding the patients have no other ailments. There are 19 people kept in isolation at present, while 43 people in quarantine, he said. The Institute of Epidemiology, Disease Control and Research reported the first coronavirus death in the country on Wednesday. A septuagenarian got infected with the coronavirus after coming into contact with a person who returned from the overseas. The patient already suffered from chronic pulmonary disease, diabetes, hypertension and kidney ailments. He went through a stenting procedure too.","Bangladesh, coronavirus, Italy returnee, COVID-19"
RMCH intern doctors go on strike demanding protection against coronavirus risks,19 March 2020 01:30 PM,Intern doctors in Rajshahi Medical College Hospital went on strike for three and a half hours demanding their safety while confronting the coronavirus outbreak.,"A council of intern doctors called the strike from 8 am to 11.30 am on Thursday. Patients are entering the hospital with different kinds of infections and also with symptoms, such as sneezing and cough, said Iqbal Hasan, a protest leader. They are being admitted without any medical test, he said. “The intern doctors are treating those patients without minimum protection gear. The hospital authority had not arranged any protection gear for the doctors. That’s why the strike was called. Later, the intern doctors went back to work after they were given some masks and robes.” The hospital authority did not provide any protection gear during the dengue outbreak, he alleged adding that at least 200 intern doctors work in the hospital. Saiful Ferdous, director of the hospital, said that he will speak to the health ministry on the issue. This issue should be resolved soon to continue the treatment service, he said.","RMCH, intern doctors, strike, Corona, Coronavirus, COVID-19"
"Chattogram police ban social events in clubs, community centres amid virus risks",19 March 2020 05:11 PM,Police in Chattogram have banned social gatherings in clubs and community centres for an indefinite period in a bid to stem the spread of the coronavirus.,"On Thursday, the Chattogram Metropolitan Police asked the owners of clubs and community centres not to accept any booking for any social event. The directive will also be applicable to the hotels that rent out their venues to host social events, Additional Deputy Commissioner Abu Bakkar Siddique told bdnew24.com. Earlier, CMP banned any gathering at Patenga beach, Foy’s Lake and Jamburi Park in the city that pull in a lot of visitors.",Bangladesh
Bangladesh assigns army to build coronavirus quarantine unit,19 March 2020 05:39 PM,Bangladesh has assigned the army to build quarantine facilities for people with coronavirus symptoms at the Biswa Ijtema venue in Tongi.,"Health Minister Zahid Malik announced the decision at a media briefing in Dhaka on Thursday. He also said the government was planning to lock specific areas down if the coronavirus cases rise. The government has taken adequate preparations such as readying several hospitals to tackle the outbreak, according to the minister. “We can’t move large machines for the intensive care unit there now. But there will be all the possible facilities in a quarantine,” he said about the quarantine facility to be made by the army. The situation was worsening in Madaripur and Faridpur districts and in particular, Shibchar Upazila, according to Malik. “They have more patients with the symptoms than in the other areas. Most of the 17 infected are from the region. So we are considering it vulnerable, critical,” he said. “We will lock these areas down if the number of cases rises,” the minister said and added, “This is the best way to control this disease.”",Bangladesh
"SC makes courts off-limits to prisoners, suspects amid virus risks",19 March 2020 05:49 PM,The Supreme Court has ordered the authorities not to produce prisoners and suspects in courts for legal proceedings amid growing coronavirus risks.,"“The presence of prisoners and suspects in courts for legal proceedings is highly unsafe amid the risk of COVID-19,” the top court said in a statement on its website on Thursday. The decision came after Bangladesh confirmed three new cases of coronavirus, taking the total to 17. “Legal proceedings of the cases will be held keeping the prisoners and suspects in jail. In case of other circumstances, the proceedings should be suspended if necessary.” “The order will take effect immediately and it will remain in force until further notice,” the statement said. The government has already shut all forms of events and mass-gatherings to curb the spread of infectious disease. All educational institutions, archaeological sites and museums, cinemas and cultural events have been closed due to coronavirus.",Bangladesh
Thousands mass defying government to pray for coronavirus prevention in Bangladesh,19 March 2020 08:13 PM,"When countries are locking down, thousands of people have gathered in Lakshmipur for special prayer session to prevent coronavirus outbreak despite the government’s directive to avoid mass gatherings.","The special prayer session ‘Khatme Shifa’ took place following the Fazr or early morning prayer on Wednesday at Haiderganj Aheria Rachimuddin Central Eidgah premises in Raipur Upazila. Haiderganj Sayed Manzil organised the special prayer while Andarkilla Shahi Jam-e- Mosque Khatib Syed Md Anwar Hossain Taher Al Zabiri  Al Madani it. During the prayer, the devotees sought the protection of the people around the world from the coronavirus pandemic. No permission was taken from the authorities to hold the event, the district administration said. Many countries around the world have closed their borders and shut down cities to prevent the coronavirus outbreak that spread over more than 174 countries. People are even slapped with fine if they leave their homes without any emergency. Saudi Arabia has stopped congregation in mosques apart from the two major mosques in Makkah and Madina to avoid the crowd. Kuwait opted for the same measure. They requested everyone to offer their prayer at home. The government ordered the people to avoid mass gathering after Bangladesh reported its first coronavirus case on Mar 8. Health Minister Zahid Malik urged postponement of Waz Mahfil and any religious gatherings across the country after more coronavirus cases were reported. “We haven’t issued any permission to hold such an event. We don’t know how they did it. We have directed the Raipur Upazila Nirbahi Officer to issue a show cause notice to the organisers,” said Lakshmipur Deputy Commissioner Anjan Chandra Pal. They were ‘unaware’ of the issue, Lakshmipur Police Superintendent AH Kamruzzaman said. “And this wasn’t a congregation. People just took part in the Munajat following the Fazr prayers,” he said. People from different Upazilas streamed in before the Fazr prayers, witnesses said. The entire Eidgah premises was filled with people by sunrise. They all prayed together. The ‘Khatme Shifa’ was held from Fazr prayers to 7am, said Inspector Belayet Hossain of the local police outpost. Police were unaware of the event beforehand, he said. Raipur Police Station OC Tota Mia reiterated the same. bdnews24.com could not contact mosque committee General Secretary Syed Taher Zabiri after repeated attempt.","Khatme Shifa, Bangladesh, mass prayer, Lakshmipur"
Bangladesh closes bars to tackle coronavirus outbreak,19 March 2020 09:14 PM,"The government has ordered all bars closed at hotels, restaurants and clubs until Mar 31 as it races to stem the spread of the coronavirus.","The Department of Narcotics Control issued the order with immediate effect on Thursday. “We’ve issued the order because people crowd these places,” DNC Director General Jamal Uddin Amed told bdnews2.com.","corona, department of narcotics control, bar, alcohol"
Seven more returnees with high temperature sent to hospital from airport,19 March 2020 10:21 PM,The authorities have sent seven more returnees with high temperature to hospital on arrival at Shahjalal International Airport in Dhaka in efforts to stop the spread of the coronavirus.,"They arrived from Qatar, Dubai, Oman, Kuwait, Singapore and Malaysia on Wednesday and early on Thursday, the airport’s Director AHM Touhid-ul Ahsan told the media. Several others had already been taken to the Kuwait-Bangladesh Friendship Government Hospital in the capital. Most of the 17 coronavirus patients in Bangladesh are returnees or their close contacts. All passengers coming to the airport were undergoing thermal screening and other tests, the director said. The travellers with no symptom of COVID-19 are asked to quarantine themselves at home for 14 days while those with high temperature are being sent to the hospital for further check, the official added. Around 7,500 passengers entered Bangladesh through the airport and nearly 4,000 left daily on an average in past three days, he said. The number of passengers using the airport daily had been around 30,000 daily before travel restrictions for the coronavirus outbreak were imposed, Touhid said.","Coronavirus, Dhaka, Shahjalal International Airport, returnee, Kuwait-Bangladesh Friendship Government Hospital"
Over 400 Bangladeshi expatriates return from Saudi Arabia amid coronavirus outbreak,20 March 2020 12:19 AM,A total of 406 more Bangladeshi expatriates have returned from Saudi Arabia amid worldwide travel restrictions over a coronavirus pandemic.,"The returnees were undergoing health check-up at the airport, its Health Officer Shahriar Sazzad told bdnews24.com. If any of them is found to have high body temperature or showing other coronavirus symptoms, they will be sent to the Kuwait-Bangladesh Friendship Government Hospital, Sazzad said. The others are ordered to maintain home quarantine for 14 days, he added.","Coronavirus, Saudi Arabia, Saudi returnee, Dhaka airport"
Burial for dead from coronavirus at Khilgaon-Taltola graveyard in Dhaka,20 March 2020 01:33 AM,The two city corporations in Dhaka have designated the Khilgaon-Taltola graveyard for the burial of coronavirus patients if any of them dies.,"Mominur Rahman Mamun, the chief health officer at Dhaka North City Corporation, said they decided to arrange the burials of the coronavirus patients in a meeting on Thursday. The social welfare officers of the two city corporations will visit the graveyard and fix the spot for the burial, he added. Bangladesh reported 17 confirmed cases of COVID-19 until Thursday. Three of them have recovered and one has died. City corporation officials said they also decided to conduct mobile courts to ensure that the returnees from foreign countries follow quarantine rules. No programme will be allowed at the city corporation community centres now to prevent the spread of the virus. Executive magistrates Roslina Parveen and Zinia Zinnat already conducted drives on several hotels in Gulshan to check if any returnee ordered to quarantine themselves at home were residing in the hotels. These included The Westin, Four Seasons, Long Beach Suits, Amari and Lakeshore. The mobile courts also checked the steps taken by the hotels to prevent coronavirus infection.","Coronavirus, burial, Dhaka city corporation, Khilgaon-Taltola"
Rajshahi-Dhaka bus services suspended over coronavirus,20 March 2020 03:04 AM,The bus operators have suspended services on Rajshahi-Dhaka route for an indefinite period amid mounting fears of the coronavirus outbreak.,"They took the decision in a meeting on Thursday afternoon. Matiul Haque Tito, the acting general secretary of the Rajshahi Bus Owners’ Association, said their business was hit by a sharp decline in the number of passengers due to the coronavirus outbreak. “The fare we get from a trip now is not enough to pay for fuel. Moreover, the outbreak needs to be contained,” he said. Rajshahi Motor Workers’ Union General Secretary Mahtab Ali Chowdhury said the workers are afraid of contacting the virus while working. They also want to reduce the risk of importing any coronavirus patient from Dhaka, he added.","coronavirus, corona"
"Army to run coronavirus quarantine units in Dhaka’s Ashkona, Diabari",20 March 2020 04:47 AM,The army will operate two quarantine facilities in Dhaka – one at Ashkona Hajj Camp near Shahjalal International Airport and the other at Rajuk Apartment Project at Diabari near Uttara Sector-18.,"The Inter Services Public Relation Directorate or ISPR announced the decision taken by the government on Thursday night as part of efforts to contain the coronavirus outbreak. The health ministry will select returnees from foreign countries after screening them at the airport and hand them to the army for quarantine, according to the announcement. The army will supervise transfer of the passengers from the airport to the quarantine units, completion of digital data entry, arrangements of their food, treatment and other services. Government ministries, agencies and other forces will provide the army with the required support. The ISPR also gave phone numbers for contacting the quarantine units. They are: Ashkona – 01769013420, 01769013350. Diabari – 01769013090, 01769013062. Earlier, Health Minister Zahid Malik said the army was assigned to set up a quarantine camp at the Biswa Ijtema ground on the banks of the Turag river in Gazipur’s Tongi.","Army, coronavirus, quarantine, Ashkona, Diabari"
Bangladesh to ban all rallies after coronavirus advice defied,20 March 2020 05:10 AM,"The government is banning religious, political, social or cultural rallies.","It comes after thousands of Muslim worshipers, defying government calls to limit crowds, gathered to pray for protection from the coronavirus in Lakshmipur on Wednesday. The decision was taken in a meeting attended by Cabinet Secretary Khandker Anwarul Islam, PM’s Principal Secretary Ahmad Kaikaus and other secretaries in Dhaka on Thursday. They spoke to top officials of the local administrations via video conferencing on Thursday over the coronavirus outbreak. Foreign Secretary Masud Bin Momen, Secondary and High Education Secretary Md Mahbub Hossain, Prime Minister’s Office Secretary Md Tofazzel Hossain Miah, among others, were present. Kaikaus said no one with fever and cold, which are symptoms of coronavirus infection, should visit mosques or temples. “The officials at the district and Upazila levels will monitor (the compliance) sometimes,” he said. The government has no wish to suspend prayers at mosques, Kaikaus said. “But let me make one thing clear. All sorts of political, social, cultural and religious rallies will be embargoed,” he said. “And the family members of those in quarantine will not go to mosques to offer their prayers,” he added. The government has made 14-day home quarantine mandatory for returnees from foreign countries to stop the spread of the virus.","coronavirus, corona"
Govt urges people to go to mosque for partial Friday prayers,20 March 2020 01:06 PM,The government has urged people to say the Sunnat part of their prayers at home and then go to mosque for attending the Faraz or compulsory part during the Friday prayers to limit the spread of the novel coronavirus.,"The Islamic Foundation made the call in an ‘emergency’ statement an hour prior to the Jummah prayers on Friday. “The government has given instructions to avoid mass gatherings to prevent the spread of the novel coronavirus, which has turned into a global pandemic. The Islamic Foundation is urging the Muslim devotees to do ablution at home and offer the Sunnat prayers and then go to mosque only to say Faraz prayers during the Jummah prayers on Friday,” the foundation said. More to follow","mosque, corona"
"Bangladesh reports three more  cases, one in critical condition",20 March 2020 04:17 PM,"Bangladesh has confirmed three more coronavirus cases, taking the total to 20.","Among the new cases, a 70-year-old patient is in a critical condition, Prof Nasima Sultana, additional director general of Directorate General of Health Services, said at a media briefing in Dhaka on Friday. No death from the coronavirus has been reported in the last 24 hours, she said. Bangladesh had earlier reported one death from the coronavirus. One of the new patients is a woman, aged over 30. The other two are men with one aged more than 30. The septuagenarian is in intensive care for comorbidity or other health complications, said Nasima Sultana. The man in his 30s retuned to Bangladesh from Italy while the other two patients got infected after they came into contact with the others. The woman came into contact with an Italy returnee.","coronavirus, corona"
Govt shuts Mirpur zoo to limit coronavirus spread,20 March 2020 05:36 PM,The government has closed down the national zoo at Mirpur in a bid to limit the spread of the coronavirus that has infected at least 20 people.,"The zoo will remain closed from Mar 20 to Mar 31, the Ministry of Fisheries and Livestock said in a statement. The announcement came as coronavirus cases in the country rose to 20 on Friday from 17 previously. No death from the coronavirus has been reported in the last 24 hours until Friday. Bangladesh had earlier reported one death from the coronavirus. The global death toll from the epidemic surpassed 10,000, according to data compiled by Johns Hopkins University.","COVID-19, Coronavirus Pandemic, National Zoo, Bangladesh"
Brahmanbaria civil surgeon holds wedding party for daughter defying social gathering advice,20 March 2020 08:53 PM,"Brahmanbaria Civil Surgeon Shah Alam has organised a wedding party of his daughter, claimed to be on a small scale, amid fears of further spread of coronavirus through gatherings.","“The ceremony was organised in a very limited, family gathering. There was no public gathering,” Alam told bdnews24.com after the function at his official residence in the town on Friday. The bride is a dentist while the groom is an engineer. The dower promised to the bride was set at Tk 105,000, the Quazi or Muslim marriage registrar said. A floral gate was erected at the entrance of Alam’s residence for the ceremony attended by doctors and officials of the Brahmanbaria General Hospital, the civil surgeon’s office and other government agencies. The guests were treated to rice, roasted chicken, shrimp, rui fish, beef, curd, sweets and cold drinks. “I could not even invite many relatives, including four doctors. There were only 20 to 30 guests,” Alam said. The local authorities in Bhola halted a post-wedding ceremony on Friday amid a coronavirus outbreak. “No one is beyond accountability,” the deputy commissioner said. Local administrations in different districts have halted wedding ceremonies as the government advises to limit gatherings to stem the coronavirus outbreak. A mobile court in Chandpur punished a returnee from Oman on Friday for wedding by breaking quarantine.","Wedding ceremony, Brahmanbaria, civil surgeon, coronavirus"
Strict restrictions imposed on four areas of Madaripur’s Shibchar over coronavirus,20 March 2020 10:09 PM,"The authorities have put in place strict measures in four areas of Madaripur’s Shibchar Upazila for 15 days due to the presence of a large number of returnees from Italy, which now has the highest death toll from the coronavirus pandemic.","The local authorities ordered all shops, business entities and public transports in the Upazila shut to prevent the spread of the coronavirus on Thursday. Wedding parties, religious and political gatherings have also been suspended. The shutdown orders on the Upazila, except the four areas, are now being lifted, Madaripur Deputy Commissioner Md Wahidul Islam told bdnews24.com on Friday. The district administrator did not name the areas but said they are situated in two wards under the municipality, a village under South Baheratola union and another under Pachchor union. “The police will be deployed in the areas on Saturday. These will be under lockdown. Neither the locals nor the returnees will be able to come out of their homes. No one will be allowed to enter the areas either,” he said. They will be provided with medical services at home through a phone hotline. They will also be able to contact police, administration or civil surgeon over mobile phones. “We will try to give them the numbers through loudspeakers. They will also be able to shop for daily essentials with the permission of the authorities,” Abir said. The four areas are densely populated and have most of the 665 returnees from different foreign countries, mostly from Italy, according to Shibchar Upazila Council Vice Chairman Atahar Bapari. Weary silence gripped Shibchar on Friday with most of the shops closed and streets empty, giving it a look of a ghost town. No one was allowed out of home without urgency, Upazila Executive Officer Md Asaduzzaman said. They include 49, who were ordered to be in home quarantine on Friday. Most of them are from Shibchar, Shafiqul said. Three other people were kept in institutional quarantine at the Madaripur General Hospital. Four others with symptoms of the coronavirus were kept in the hospital’s isolation unit.","Shibchar, Madaripur, returnee, lockdown, coronavirus"
Bangladesh begins stamping returnees in hands for home quarantine at Dhaka airport,21 March 2020 01:59 AM,The authorities have started stamping returnees from foreign countries in their hands on arrival at Shahjalal International Airport in Dhaka to stop them breaking home quarantine.,Local authorities across Bangladesh have punished dozens of returnees in past few days for breaking the quarantine rules mandatory due to the coronavirus outbreak. Additional Superintendent of Immigration Police Ismail Hossain said the authorities launched the stamping system experimentally on Thursday night so that the returnees can be identified easily if they go out of home during the quarantine period. The time of the quarantine ending is mentioned in the seal.,Bangladesh
Bangladesh punishes organisers of religious gathering for flouting coronavirus curbs,21 March 2020 02:44 AM,A mobile court in Magura has fined two organisers of a Waz-Mahfil for defying restrictions on all sorts of gathering due to the coronavirus outbreak.,"Akash Rahman and Saddam Hossain were fined a total of Tk 10,000 for organising the religious gathering at Patkel Bari village on Friday, Sadar Upazila Executive Officer and Magistrate Abu Sufian said. Sufian said the district administration issued a notice on Thursday banning all sorts of religious, political, social or cultural gathering to stop the outbreak following orders from the Prime Minister’s Office.","Coronavirus, Waz-Mahfil, religious gathering, Bangladesh, restriction"
Bangladesh cuts air connectivity with 10 countries over virus,21 March 2020 10:13 AM,"Bangladesh has cut air connectivity with 10 countries, including India, Singapore and Saudi Arabia, to limit the spread of the coronavirus.","AHM Touhid-ul Ahsan, director of Hazrat Shahjalal International Airport, confirmed the matter to bdnews24.com on Saturday. The countries are Qatar, Bahrain, Kuwait, Saudi Arabia, United Arab Emirates, Turkey, Malaysia, Oman, Singapore and India, according to Ahsan. No flights from the listed countries will be allowed to land in Dhaka. Hazrat Shahjalal International Airport has issued a Notice to Airmen, or NOTAM, in this regard, said Ahsan, adding the decision will be effective until March 31. Bangladesh confirmed three more coronavirus cases on Friday, taking the total to 20. Globally, 11,397 have died from the disease and the number of total cases currently stands at 275,429, according to Johns Hopkins University’s coronavirus resource centre.","corona, bangladesh, air links, flights"
Dhaka by-polls underway amid coronavirus fears,21 March 2020 11:56 AM,"Voting has begun in the by-polls to the Dhaka-10 parliamentary seat with more than 312,000 voters on Saturday amid fears over the global coronavirus outbreak.","The same day, two more constituencies went to the polls. The voting will continue until 5 pm. Electronic voting machines are being used in the Dhaka polls. EVM is being used for voting along with other protective measures taken to prevent coronavirus infections, said Returning Officer GM Sahtabuddin. Hand sanitisers and facemasks have been arranged for the election officers, he said. ""There are hand sanitisers and tissue in every polling booth. Health workers supervised by the civil surgeon will be present in the constituencies."" There are banners carrying awareness information on the novel coronavirus in the polling centres, the returning officer said. A small number of voters showed up in different centres after the voting opened at 9am. The Dhaka-10 parliamentary seat became vacant after Awami League MP Sheikh Fazle Noor Taposh resigned from the post to contest the mayoral election. Gaibandha-3 and Bagerhat-4 seats went to the by-polls after the seats fell vacant following the deaths of MPs. The Election Commission is using traditional ballots for voting for these two seats. The EC ordered necessary measures to limit the coronavirus spread in all constituencies, said EC Deputy Secretary Md Atiar Rahman. The by-poll is taking place amid criticism for holding an election at a time when people are advised to practise social distancing. The BNP demanded deferring the polls but the EC did not budge. ""We went for the Saturday by-poll expecting a low turnout due to the coronavirus situation,"" said EC Secretary Md Alamgir. ""There'll be hand sanitisers at the centres. Please use it before and after casting your vote. Wash hands prior and after voting,"" he said. Those suspected to be infected with the coronavirus should not turn up for voting, the secretary said.",Bangladesh
Bangladesh confirms second death from coronavirus,21 March 2020 02:35 PM,"Bangladesh has confirmed a second death from the coronavirus, Health Minister Zahid Malik has said.","The 70-year-old was infected after coming into contact with an overseas returnee, Malik said at a media briefing in Dhaka on Saturday. The total number of the infected people is 24, with four new cases reported in the last 24 hours. After the global outbreak of novel coronavirus, the Institute of Epidemiology, Disease Control and Research reported Bangladesh’s first cases of the coronavirus on Mar 8 after two men and a woman tested positive for the virus. Bangladesh reported the first death on Mar 18: he was also 70 years old and was infected after coming into contact with his US returnee daughter. Since then, a total of 20 persons were found infected until Friday in several spells. Some were overseas returnees and some came into contact with the returnees. The infection which caused the latest death came through contact with overseas returnee, the health minister said on Saturday after a meeting of the national committee formed to battle the virus. He said, “The man was more than 70 years old. He was infected through relatives who returned from overseas. He was also suffering from a number of other health issues.” Among the infected, three have recovered and returned home while 19 others are still being treated. Those who have come into contact with other identified patients are being quarantined to halt a widespread outbreak of the coronavirus. Malik said 50 persons are institutionally quarantined at the moment. And 14,264 overseas returnees are in home quarantines. Information and lists of overseas returnees were taken from the airport to the Ministry of Home Affairs. Those who have fled will also be found and be quarantined, Malik said. More than 274,800 people have been infected by the novel coronavirus across the world and 11,389 have died, with deaths in Italy, surpassing the toll in China, where the outbreak began, according to a Reuters tally. Bangladesh has barred all public gatherings to stop the spread of the virus while all education, recreation centres and theatres have been shut down.",Bangladesh
Mountaineer Wasfia Nazreen tests positive for coronavirus,21 March 2020 03:38 PM,Bangladeshi mountaineer and social activist Wasfia Nazreen has tested positive for the novel coronavirus.,"Wasfia confirmed the matter in a Facebook post on Saturday. “Yes I’m battling Covid-19 and I am under quarantine right now. Every day is a struggle. I am facing difficulties in walking, bathing, and cooking.” Wasfia arrived in Los Angeles, US, on March 12 and started showing symptoms of the virus the next day. “On Friday I felt a mellow shiver and cold in my body. The next day I felt well. However, I felt a throbbing pain in my head which I had never experienced before on Sunday. My body and lungs started to shake on Monday night and I lost my appetite. I also experienced pain in my throat, nose and suffered a severe headache.” Wasfia was the first Bangladeshi and first Bengali to complete the Seven Summits on November 18, 2015. She has asked all Bangladeshi nationals to stay alert amid the coronavirus outbreak.","Mountaineer, Wasfia, coronavirus positive"
"No food shortage, so don’t stock up for coronavirus threat: Hasina",21 March 2020 04:57 PM,Prime Minister Sheikh Hasina has assured that Bangladesh has enough food stock and is able to import a year worth of food for the whole nation.,"Hasina has called for stopping food stocking which is leading to a ‘crisis’ in the market amid fears of a novel coronavirus outbreak. After a death from the coronavirus and cancellations of public gatherings, panic has set in and spread to the markets of Bangladesh. In fear, many have resorted to purchasing a month’s worth of food products causing a crisis in the market which in turn resulted in the price hikes of different staple foods, including rice. “I see some people buying stuffs and taking them home to stock. I saw a person buy 30kg of salt. I don’t know what he will do with 30kg of salt,” Hasina said after casting her vote in the by-poll to the Dhaka-10 parliamentary seats at Dhaka City College on Saturday. “The price of onions went up once, due to which many bought huge amounts of onions to stock. The result was that those onions rotted and were thrown away.” She called for easing pressure on the market and said, “Please don’t panic and gather according to your needs.” “We have 1.7 million tonnes of food in government stock. We have 350,000 tonnes of wheat in stock. In addition, non-government rice mills have a lot in stock and we also have crops in fields. “We can buy food worth a year with the kind of reserve that we have. So there should be no worries.” Saying that the government is keeping an eye out to keep the market stable, Hasina called for the public to stay aware and conscious.","Novel Coronavirus, PM, Sheikh Hasina, by-poll"
EC suspends Chattogram city polls amid coronavirus fears,21 March 2020 05:11 PM,"The Election Commission has suspended Chattogram city polls, scheduled for March 29, amid coronavirus fears.","The by-polls were scheduled to be held in Bogura-1 and Jashore-3 parliamentary seats along with Chattogram. EC Secretary Md Alamgir announced his decision to suspend all three elections from a news briefing in Dhaka on Saturday. “The next decision will come when the coronavirus situation improves,” he said.",Bangladesh
Special parliament session on Bangabandhu suspended over coronavirus,21 March 2020 05:30 PM,"The two-day special session of the 11th Jatiya Sangsad on the birth centenary of Bangabandhu Sheikh Mujibur Rahman, was suspended amid fears of a novel coronavirus outbreak.","The suspension was confirmed by the president’s Press Secretary M Joynal Abedin on Saturday. The budget for the 2018-19 fiscal is presented in parliament on Thursday. Photo: PID President M Abdul Hamid was scheduled to deliver his speech on Bangabandhu in parliament. Earlier, the parliament went into special sittings on two occasions on Jan 31 and Jun 18, 1974 for addresses by former Yugoslav president Josip Broz Tito and the then Indian president VV Giri.","Coronavirus, Jatiya Sangsad, Bangabandhu, Abdul Hamid"
